"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.MRs","Input.text","Input.model","Answer.naturalness","Answer.quality","Approve","Reject"
"30P8I9JKPL2GY3Z7YKPCUOERL98V5P","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","31LM9EDVOP9EKH2DBXCGA0Z7QPHJNM","A1NF6PELRKACS9","Submitted","Mon Aug 31 09:40:16 PDT 2020","Mon Aug 31 09:52:24 PDT 2020","Thu Sep 03 09:52:24 PDT 2020","","","","728","98% (80/82)","98% (80/82)","98% (80/82)","name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.","slug","5","4"
"30P8I9JKPL2GY3Z7YKPCUOERL98V5P","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","3R6P78PK7OS2OSHW0NDPMMDJNIJTGW","A1B5SSGMTAQ9B5","Submitted","Mon Aug 31 15:40:36 PDT 2020","Mon Aug 31 15:41:33 PDT 2020","Thu Sep 03 15:41:33 PDT 2020","","","","57","0% (0/0)","0% (0/0)","0% (0/0)","name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.","slug","5","5"
"3S8A4GJRE6KCH7ZL33ZHMUSRH4JV65","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","3YZ8UPK3VX347TGGY67G1RE6845UCL","A1B5SSGMTAQ9B5","Submitted","Mon Aug 31 15:57:27 PDT 2020","Mon Aug 31 15:57:44 PDT 2020","Thu Sep 03 15:57:44 PDT 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant providing Chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.","ours","4","4"
"3T2EL38U1P1XVEN0IREXGK63XG3XQ7","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","3L0KT67Y8IX1VJPH5TU5JHO1QVXSY6","A1B5SSGMTAQ9B5","Submitted","Mon Aug 31 15:45:10 PDT 2020","Mon Aug 31 15:45:40 PDT 2020","Thu Sep 03 15:45:40 PDT 2020","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]","The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.","tgen","3","4"
"3T2EL38U1P1XVEN0IREXGK63XG3XQ7","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","3WS1NTTKE2TVUJOAR1JXKQB2PUBF00","A1NF6PELRKACS9","Submitted","Mon Aug 31 22:05:14 PDT 2020","Mon Aug 31 22:05:30 PDT 2020","Thu Sep 03 22:05:30 PDT 2020","","","","16","98% (80/82)","98% (80/82)","98% (80/82)","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]","The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.","tgen","5","5"
"3N3WJQXEMV7L314Q2XL898DDA1FL2V","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:33 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:33 PDT 2020","","","3Z4AIRP3CAUC1U0DNETJ42UJXKW1XK","A1NF6PELRKACS9","Submitted","Mon Aug 31 05:46:07 PDT 2020","Mon Aug 31 05:47:37 PDT 2020","Thu Sep 03 05:47:37 PDT 2020","","","","90","98% (80/82)","98% (80/82)","98% (80/82)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub that serves English food for less than £20. It is located in the riverside area near Raja Indian Cuisine.","ours","5","4"
"3L7SUC0TUXBYD9JXNMI9QXZND8M0MT","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","39GHHAVOMJ8SY9S7TSXKBRT7ZBRJ42","A1B5SSGMTAQ9B5","Submitted","Mon Aug 31 15:59:07 PDT 2020","Mon Aug 31 15:59:23 PDT 2020","Thu Sep 03 15:59:23 PDT 2020","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]","The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.","slug","3","4"
"3O4VWC1GFZN4TTC93CN0C35DCQAJ32","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:33 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:33 PDT 2020","","","3TY7ZAOG5J16A5GOSCAU0337XLP0KA","A1NF6PELRKACS9","Submitted","Mon Aug 31 08:44:13 PDT 2020","Mon Aug 31 08:57:59 PDT 2020","Thu Sep 03 08:57:59 PDT 2020","","","","826","98% (80/82)","98% (80/82)","98% (80/82)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","tgen","5","4"
"3MIVREZQWKFRBEOTJ8Z8QQY117OKQ5","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:28 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:28 PDT 2020","","","317HQ483IB9IP6I7TFRGYZK7DA6INN","A1NF6PELRKACS9","Submitted","Mon Aug 31 08:24:06 PDT 2020","Mon Aug 31 08:24:23 PDT 2020","Thu Sep 03 08:24:23 PDT 2020","","","","17","98% (80/82)","98% (80/82)","98% (80/82)","name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.","ours","5","5"
"37NXA7GVTWNU0S2SQ75JBDAO7Z8VLD","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Mon Aug 31 02:07:33 PDT 2020","3","BatchId:4169124;OriginalHitTemplateId:928390917;","7200","259200","Thu Sep 10 02:07:33 PDT 2020","","","3DPNQGW4LPWGAED0993V2NO2D1G64K","A1NF6PELRKACS9","Submitted","Mon Aug 31 06:29:21 PDT 2020","Mon Aug 31 06:29:49 PDT 2020","Thu Sep 03 06:29:49 PDT 2020","","","","28","98% (80/82)","98% (80/82)","98% (80/82)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","slug","5","4"
