"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.MRs","Input.text","Input.model","Answer.contain_MR","Answer.naturalness","Answer.quality","Approve","Reject"
"3AQN9REUUIXS6A95I1UFZZ6DGYDYDW","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","33C7UALJVPFMMTZ5F6HRO3DQ6PD811","A1IOMFFEKCWOIT","Approved","Fri Aug 28 00:03:13 PDT 2020","Fri Aug 28 00:03:35 PDT 2020","Mon Aug 31 00:03:35 PDT 2020","Mon Aug 31 00:03:36 PDT 2020","","","22","91% (207/227)","91% (207/227)","91% (207/227)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub that serves English food for less than £20. It is located in the riverside area near Raja Indian Cuisine.","ours","3","4","4"
"3AQN9REUUIXS6A95I1UFZZ6DGYDYDW","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","33JKGHPFYGB4LP8YEUP8QSROSZXNM9","A3CFNUD7VR2E1E","Approved","Tue Aug 25 04:35:42 PDT 2020","Tue Aug 25 04:36:19 PDT 2020","Fri Aug 28 04:36:19 PDT 2020","Fri Aug 28 04:36:21 PDT 2020","","","37","100% (9/9)","100% (9/9)","100% (9/9)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub that serves English food for less than £20. It is located in the riverside area near Raja Indian Cuisine.","ours","5","5","5"
"3AQN9REUUIXS6A95I1UFZZ6DGYDYDW","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","3W8CV64QJ6GX493TMNQQGMO86YJH9H","A1NP3XGUAKE96X","Approved","Wed Aug 26 00:31:09 PDT 2020","Wed Aug 26 00:33:29 PDT 2020","Sat Aug 29 00:33:29 PDT 2020","Sat Aug 29 00:34:21 PDT 2020","","","140","94% (651/696)","94% (651/696)","94% (651/696)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub that serves English food for less than £20. It is located in the riverside area near Raja Indian Cuisine.","ours","3","4","3"
"3RWO3EJEMKQ4511SBLE1L6CSNW7P13","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:09 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:09 PDT 2020","","","3AQF3RZ55CZQ8UAPTQZETRLT0I16F0","A1NP3XGUAKE96X","Approved","Wed Aug 26 00:42:21 PDT 2020","Wed Aug 26 00:49:27 PDT 2020","Sat Aug 29 00:49:27 PDT 2020","Sat Aug 29 00:50:21 PDT 2020","","","426","94% (651/696)","94% (651/696)","94% (651/696)","name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.","slug","3","4","3"
"3RWO3EJEMKQ4511SBLE1L6CSNW7P13","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:09 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:09 PDT 2020","","","3F1567XTN0MAH22W5DDKP0G9Y7YQ9E","AURYD2FH3FUOQ","Approved","Thu Aug 27 20:19:47 PDT 2020","Thu Aug 27 20:42:58 PDT 2020","Sun Aug 30 20:42:58 PDT 2020","Sun Aug 30 20:43:32 PDT 2020","","","1391","100% (126/126)","100% (126/126)","100% (126/126)","name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.","slug","4","5","5"
"3RWO3EJEMKQ4511SBLE1L6CSNW7P13","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:09 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:09 PDT 2020","","","3V0Z7YWSI2HRMQDE63SFL0739TRV29","A28A3HF3LSEIDT","Approved","Fri Aug 28 00:02:01 PDT 2020","Fri Aug 28 00:03:18 PDT 2020","Mon Aug 31 00:03:18 PDT 2020","Mon Aug 31 00:03:35 PDT 2020","","","77","91% (153/168)","91% (153/168)","91% (153/168)","name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Punter is a restaurant providing english food in the £20-25 price range. It is located in the riverside area and is near Raja Indian Cuisine.","slug","3","3","4"
"37OPIVELVXK8M8G4ORZPNY345Z3HAE","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","3S06PH7KSVLY3OVWWES7AVRRGU31DK","A1NP3XGUAKE96X","Approved","Wed Aug 26 00:31:18 PDT 2020","Wed Aug 26 00:37:45 PDT 2020","Sat Aug 29 00:37:45 PDT 2020","Sat Aug 29 00:38:21 PDT 2020","","","387","94% (651/696)","94% (651/696)","94% (651/696)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","tgen","3","4","3"
"37OPIVELVXK8M8G4ORZPNY345Z3HAE","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","3ZSY5X72N1SD0QL2KHL2RGL3PH2ROO","AURYD2FH3FUOQ","Approved","Wed Aug 26 21:03:49 PDT 2020","Wed Aug 26 21:11:58 PDT 2020","Sat Aug 29 21:11:58 PDT 2020","Sat Aug 29 21:12:32 PDT 2020","","","489","100% (126/126)","100% (126/126)","100% (126/126)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","tgen","5","5","5"
"37OPIVELVXK8M8G4ORZPNY345Z3HAE","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","3ZWFC4W1UYOJUD89LE2C4MCPWYMFR0","A1965LD689F8U1","Approved","Tue Aug 25 10:42:28 PDT 2020","Tue Aug 25 10:42:33 PDT 2020","Fri Aug 28 10:42:33 PDT 2020","Fri Aug 28 10:43:21 PDT 2020","","","5","92% (67/73)","92% (67/73)","92% (67/73)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","tgen","4","4","4"
"3KA7IJSNX9M5IZJKDI7QRIP198YPBM","3I3MQQJ31WZS9I6D90FX8PJ75W31J9","How well does the text contain MRs(Meaning Representations) and quality of fluency?","Is the sentence generated by reflecting the given MRs well?","meaning representation, semantic, similarity, text","$0.03","Tue Aug 25 01:04:12 PDT 2020","3","BatchId:4162990;OriginalHitTemplateId:928390917;","7200","259200","Fri Sep 04 01:04:12 PDT 2020","","","379J5II41SXGL1D0LJLA0SIQEBCELX","A1NP3XGUAKE96X","Approved","Tue Aug 25 22:31:30 PDT 2020","Tue Aug 25 22:36:00 PDT 2020","Fri Aug 28 22:36:00 PDT 2020","Fri Aug 28 22:36:21 PDT 2020","","","270","94% (651/696)","94% (651/696)","94% (651/696)","name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Mill is a family friendly pub serving english food in the riverside area near Raja Indian Cuisine. The price range is less than £20.","slug","4","3","3"
